source_record_id,article_feature_match_method,article_feature_match_conflict,article_feature_source,competing_orders,gap_symmetry,pairing_mechanism,dopant_defect,article_feature_any_available
sc_atlas:24523,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:24527,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:24521,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:14861,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14860,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14859,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:14858,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:24551,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:24552,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:24550,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:25141,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,"[""spin-density-wave order"",""structural transition""]",,,"[""Sm""]",1
sc_atlas:25140,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,"[""spin-density-wave order"",""structural transition""]",,,"[""Sm""]",1
sc_atlas:28553,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:28552,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:29406,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,"[""Pd deficiency""]",1
sc_atlas:29405,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,"[""Pd deficiency""]",1
sc_atlas:17872,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17874,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17873,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:711,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""Li""]",1
sc_atlas:31267,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31798,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31799,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31797,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35641,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35639,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35640,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17407,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17411,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17410,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17413,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17408,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:25681,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:34231,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:34230,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:34229,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:34228,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:34227,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:34796,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb""]",1
sc_atlas:31461,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Na""]",1
sc_atlas:35488,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:37435,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,magnetic fluctuations,,1
sc_atlas:37522,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""indium""]",1
sc_atlas:37521,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""indium""]",1
sc_atlas:37520,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""indium""]",1
sc_atlas:37519,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""indium""]",1
sc_atlas:31048,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,non-BCS mechanism,"[""Sr""]",1
sc_atlas:31047,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,non-BCS mechanism,"[""Sr""]",1
sc_atlas:16964,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16966,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16440,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16438,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16437,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:24896,doi_exact,,all_11200_article_features.xlsx:文章主表,incommensurate antiferromagnetic order,,magnetic fluctuations,"[""Te""]",1
sc_atlas:36599,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36598,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17250,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38911,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38910,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38908,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31413,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Pr""]",1
sc_atlas:31412,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Pr""]",1
sc_atlas:31411,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Pr""]",1
sc_atlas:31414,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Pr""]",1
sc_atlas:31415,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Pr""]",1
sc_atlas:31410,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Pr""]",1
sc_atlas:38153,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""charge density wave"",""antiferromagnetic spin-density-wave""]",,,,1
sc_atlas:30761,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30760,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:39874,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,Néel state,d-wave,,"[""excess oxygen""]",1
sc_atlas:36295,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36294,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36293,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36292,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36291,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36290,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36289,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36288,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36287,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36286,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36285,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36284,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36283,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36282,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36281,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36280,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18534,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18535,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31951,doi_exact,,all_11200_article_features.xlsx:文章主表,nematicity,"[""s + d"",""s±""]",,"[""S""]",1
sc_atlas:31950,doi_exact,,all_11200_article_features.xlsx:文章主表,nematicity,"[""s + d"",""s±""]",,"[""S""]",1
sc_atlas:40302,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:40300,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:40301,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:40299,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:40297,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:40298,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19000,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19001,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18999,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18998,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18997,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18996,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18993,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18995,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19006,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19005,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19004,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19002,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19003,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19007,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31530,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""S ions""]",1
sc_atlas:31528,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""S ions""]",1
sc_atlas:31527,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""S ions""]",1
sc_atlas:19814,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19813,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19816,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19815,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19817,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19818,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:25566,doi_exact,,all_11200_article_features.xlsx:文章主表,structural phase transition,,,,1
sc_atlas:25567,doi_exact,,all_11200_article_features.xlsx:文章主表,structural phase transition,,,,1
sc_atlas:25569,doi_exact,,all_11200_article_features.xlsx:文章主表,structural phase transition,,,,1
sc_atlas:25568,doi_exact,,all_11200_article_features.xlsx:文章主表,structural phase transition,,,,1
sc_atlas:35201,doi_exact,,all_11200_article_features.xlsx:文章主表,buckled-honeycomb-vacancy ordering,,"[""strong electron-phonon coupling"",""charge fluctuation""]","[""Ir vacancy"",""Rh""]",1
sc_atlas:35202,doi_exact,,all_11200_article_features.xlsx:文章主表,buckled-honeycomb-vacancy ordering,,"[""strong electron-phonon coupling"",""charge fluctuation""]","[""Ir vacancy"",""Rh""]",1
sc_atlas:19965,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19966,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19971,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19967,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19968,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19970,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19972,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19969,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19545,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19546,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:33211,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Ru""]",1
sc_atlas:33209,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Ru""]",1
sc_atlas:35007,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35005,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:35006,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38413,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,"[""mixed singlet-triplet pairing"",""quintet or septet Cooper pairing""]",spin–orbit coupling,,1
sc_atlas:38412,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,"[""mixed singlet-triplet pairing"",""quintet or septet Cooper pairing""]",spin–orbit coupling,,1
sc_atlas:38235,doi_exact,,all_11200_article_features.xlsx:文章主表,,,topologically non-trivial superconducting pairing via the nearest neighbor antiferromagnetic super-exchange,,1
sc_atlas:38234,doi_exact,,all_11200_article_features.xlsx:文章主表,,,topologically non-trivial superconducting pairing via the nearest neighbor antiferromagnetic super-exchange,,1
sc_atlas:30580,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30579,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30578,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30576,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30577,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:28861,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon interaction,,1
sc_atlas:37493,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,,1
sc_atlas:33709,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:33708,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:31585,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""Sn""]",1
sc_atlas:38507,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38508,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38509,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38510,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:38506,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:34290,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""Re""]",1
sc_atlas:34291,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""Re""]",1
sc_atlas:29678,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F"",""selenium""]",1
sc_atlas:29677,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F"",""selenium""]",1
sc_atlas:31256,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:33818,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen deficiency""]",1
sc_atlas:33817,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen deficiency""]",1
sc_atlas:36398,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36397,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:34761,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,"[""B""]",1
sc_atlas:34763,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,"[""B""]",1
sc_atlas:18732,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18731,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18740,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18739,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18734,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18733,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:36236,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:36235,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18741,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18742,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18735,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18736,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18743,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18744,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18738,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:18737,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""Nb"",""Nb""]",1
sc_atlas:16136,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16137,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17795,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17796,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17797,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:37967,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Lu""]",1
sc_atlas:37971,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Lu""]",1
sc_atlas:37968,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Lu""]",1
sc_atlas:37966,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Lu""]",1
sc_atlas:37969,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Lu""]",1
sc_atlas:37970,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Lu""]",1
sc_atlas:35599,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,phonon mediated pairing,,1
sc_atlas:35598,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,phonon mediated pairing,,1
sc_atlas:29335,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Se""]",1
sc_atlas:36191,doi_exact,,all_11200_article_features.xlsx:文章主表,,,critical modes associated with a dynamical electron localization–delocalization transition,,1
sc_atlas:19162,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19163,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19164,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19165,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19166,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:34060,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""K""]",1
sc_atlas:29463,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,electron-phonon coupling,"[""K""]",1
sc_atlas:29462,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,electron-phonon coupling,"[""K""]",1
sc_atlas:29461,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,electron-phonon coupling,"[""K""]",1
sc_atlas:33841,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36811,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36810,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36809,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:34219,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""sulfur vacancies""]",1
sc_atlas:34221,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""sulfur vacancies""]",1
sc_atlas:34220,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""sulfur vacancies""]",1
sc_atlas:28545,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,"[""S deficiency""]",1
sc_atlas:19475,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19473,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19474,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19478,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19476,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:19477,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:29698,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""La""]",1
sc_atlas:29697,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""La""]",1
sc_atlas:29696,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""La""]",1
sc_atlas:31995,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,phonon-mediated,,1
sc_atlas:31996,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,phonon-mediated,,1
sc_atlas:31994,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,phonon-mediated,,1
sc_atlas:17920,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17921,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17922,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17923,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17925,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17924,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:17926,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:31479,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,electron phonon coupling,,1
sc_atlas:35700,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,"[""carbon-deficient""]",1
sc_atlas:35701,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,"[""carbon-deficient""]",1
sc_atlas:25282,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:25281,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:31974,doi_exact,,all_11200_article_features.xlsx:文章主表,,,valence fluctuation between Ce^{3+} and Ce^{4+} states,,1
sc_atlas:31972,doi_exact,,all_11200_article_features.xlsx:文章主表,,,valence fluctuation between Ce^{3+} and Ce^{4+} states,,1
sc_atlas:31971,doi_exact,,all_11200_article_features.xlsx:文章主表,,,valence fluctuation between Ce^{3+} and Ce^{4+} states,,1
sc_atlas:31973,doi_exact,,all_11200_article_features.xlsx:文章主表,,,valence fluctuation between Ce^{3+} and Ce^{4+} states,,1
sc_atlas:31975,doi_exact,,all_11200_article_features.xlsx:文章主表,,,valence fluctuation between Ce^{3+} and Ce^{4+} states,,1
sc_atlas:24814,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""Co""]",1
sc_atlas:24813,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""Co""]",1
sc_atlas:24812,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""Co""]",1
sc_atlas:24919,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""Co""]",1
sc_atlas:24918,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,,,"[""Co""]",1
sc_atlas:36547,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36549,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:36548,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18526,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18523,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18524,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18522,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:18528,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:40075,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:40073,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:40074,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:40072,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:36691,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,electron-phonon coupling,"[""Al""]",1
sc_atlas:36690,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,electron-phonon coupling,"[""Al""]",1
sc_atlas:36692,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,electron-phonon coupling,"[""Al""]",1
sc_atlas:36688,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,electron-phonon coupling,"[""Al""]",1
sc_atlas:36687,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,electron-phonon coupling,"[""Al""]",1
sc_atlas:36689,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,electron-phonon coupling,"[""Al""]",1
sc_atlas:36686,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,electron-phonon coupling,"[""Al""]",1
sc_atlas:28825,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Cu""]",1
sc_atlas:16386,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16385,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:16387,unmatched,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30746,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,excitonic superconductivity,,1
sc_atlas:33895,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,anti-ferromagnetic order,,,"[""S""]",1
sc_atlas:33894,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,anti-ferromagnetic order,,,"[""S""]",1
sc_atlas:33893,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,anti-ferromagnetic order,,,"[""S""]",1
sc_atlas:33892,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,anti-ferromagnetic order,,,"[""S""]",1
sc_atlas:33891,title_exact_fallback,,all_11200_article_features.xlsx:文章主表,anti-ferromagnetic order,,,"[""S""]",1
